,text_a,text_b,labels
5309,"Woi cina, BALIK ! BALIK !

NI BARU RACIST BAHLOL.",cina,2
5310,"@cxcandyy @tapinggapapa even aku g suka bts aku cringe liat army, CANDA ;)",CANDA,2
5311,Tengah keadaan macam ni pun nak tunjuk hebat dengan politik masing masing. Bodoh betul.,Tengah,2
5312,@RamliRizal Kau makin lama makin tolol saja RR masih Sakit Hati dipecat ha ha ha modalnya Ngebacot saja sich MERDEKA.,Ngebacot,2
5313,@HamiiNazri Sanggup aku pkai plastik tong smph asal selamat balik rumah. Extend sem is better dri onlineeee . Jahanam doe kalau online,Jahanam,2
5314,Yang suruh duduk diam ni membantu tak. Time macam ni pun nk berpolitik lagi. Pukimak punya orang.,Pukimak,2
5315,"guys please. sex itu butuh consent. CONSENT, GUYS. harus sama-sama mau tanpa paksaan tanpa beban. aku smp gatau mau ngomong apa, tapi kalo kamu merasa terintimidasi sama pasangan kamu. putusin, ya? gapapa sakit hati sebentar aja. gapapa. gapapa. semua bakalan baik2 aja, sabar.",sex,2
5316,"@havexo_r @utamiaeri aku blink, minta maap ya kalo kata2nya ada yg bikin sakit hati, akupun ngakak",ngakak,2
5317,@Daaniyal25 True!!! Ay least agak2 malas nak masak boleh panggil panda.,least,2
5318,Hujung-hujung padan muka aku sendiri ,Hujung-hujung,2
5319,@syamimzakii Jangan Terkejut Sangat. Nnti Heart Attack,Attack,2
5320,Aku rasa mcm aku tak perlu bersuara apa pon lepasni. Hujung2 kena kondem mcm tu je,Hujung2,2
5321,"kau ku puja sampe mati ku puja

yang nonton sctv pasti terngiang lagu ni",sctv,2
5322,@szwnn Anjirr,Anjirr,2
5323,Pukimak ah sial,ah sial,2
5324,"@fuaddotha Sorry, aku ada otak. Budak tu macam takde otak je. Horny le tu tunggu jantan dm :3",3,2
5325,Padan muka. Degil!,Degil,2
5326,Ini kali pertama aku benci sambung cuti and trust me semua orang benci cuti ni.,kali pertama,2
5327,"Sia sia YB dia korban gaji bantu rakyat kawasan, rakyat kawasan pulak bebal langgar arahan. Kalau dia tahu gini hasil baik dia kasi duit gaji dia kat kkm lagi bagus",Sia,2
5328,"first time pergi hosp gov ke mangkuk ni meroyan macam apa je, pergila swasta kalau nak cepat. Bebal",Bebal,2
5329,Sebusuk-busuk hati manusia ialah yang tidak boleh melihat kesenangan orang lain.,Sebusuk-busuk,2
5330,@Hfnz9 padan muka org kluang,kluang,2
5331,Katil runtuh habis jahanam segala,Katil,2
5332,@Thehulkey Not being racist tapi kenapa ramai kaum cina jenis ketegaq eh? Degil mcm kepala tu helmet lvl 3,Degil,2
5333,aku stress internet slow takleh layan movie eee ,eee,2
5334,AKU BENCI ORANG ORANG GIMMICK HYUNG,GIMMICK HYUNG,2
5335,Jahanam kalau hari tido lepas subuh ,Jahanam,2
5336,Single ke?              Padan muka!!!,Single ke,2
5337,@den1662 Really? Habis la jahanam kereta kalau terkena..,Really,2
5338,@MonkeyJae Mcm bodoh nye thread more to liek meh dengaq cegitha seks aku semua,meh,2
5339,"jgn smpai aku donload tiktok anjirr, atau lebih parah wechatt",wechatt,2
5340,Tak tahu lah nak kesian ke apa kat Sooah ni. Aku masih sakit hati,Sooah,2
5341,Ehem malas nak riak. BWP semua kena la segak2 kan along @Nuqmanzulfikar,Ehem,2
5342,"Kenapa la wujud hand sanitizer 100% halal pula ni?  selama ni orang buat hand sanitizer pakai darah babi, peluh babi ke babi!!!",100,2
5343,Ni contoh tweet ikut nafsu. Kawan2 dia tolong nasihat supaya dia tak bertambah bebal.,Kawan2,2
5344,"Gais, pakar perubatan sendiri sampai masuk dirawat di icu sebab nak selamatkan orang, tapi rakyat masih ramai lagi bebal tak ikut arahan kawalan. Orang suruh duduk rumah diam2 apa yg bodoh sangat susah nak ikut. Aku geram ni",Gais,2
5345,sigek word jak lah bagi orang bengkeng sikmok dgar kata suroh diam rumah. nya Gai. orang Gai tok nya bangga nya bengkeng rasa best tapi nya siktauk org nangga nya mcm bodo jak mcm sik ada knowledge. orang mcm tok lah punca wawasan 2020 sik tercapai.,2020,2
5346,@NasirPasir Ada sorang ustaz ni duk perli ustaz ebit lew sebab tolong tapi sibuk buat video dia kata. Kesian ustaz ebit sebaik baik macam tu pun ada org busuk hati. Ustaz sama ustaz pulak tu ,Kesian,2
5347,Ee padan muka. Bising ja semua ni,Ee,2
5348,"@Kampak_S @no_micin99 @cakunbotla @haikal_hassan Ternakanya si haikel itu ya..
Bodoh nya sama persis
Like father like son",Ternakanya,2
5349,"Bagi bantuan dekat semua rakyat kecuali yang jerit 

Siapa Muhyiddin? Aku tak undi dia. Siapa Muhyiddin? Aku benci dia.

Kahkahkah",Muhyiddin,2
5350,"semoga spesis bebal yang gelitat sangat nk keluar rumah tu duduk rumah,  aku ni legit cakap 10hari langsung tk keluar rumah laaa",10hari,2
5351,"Perdana Menteri baca doa pun boleh jadi isu untuk puak-puak ini. 
Negara sekular atau tidak, Malaysia bukan kerajaan negara komunis yang kau semua nak triggered lebih-lebih bila rakyat disuruh membaca doa sama-sama anjir.",Malaysia,2
5352,"Reject off, got no time for someone yang cerita tapi tak peduli nasihat orang bagi. Padan muka kau ",Reject,2
5353,"Sakit kepala itu bukti masih punya kepala,
Sakit hati bukti masih punya rasa...",Sakit,2
5354,Ni la mangkaq buih benak tahap bebal. Bangkai penyebar virus,Bangkai,2
5355,Sengkek/bodoh/bebal/buget hero.ko punca smua #Patient136,Patient136,2
5356,"Mana penjual online cq, modvier yang haritu kondem PM. Senyap dah ke dh bnyk tlg bisnes korang ni skrg kemain meroyan haritu ",PM,2
5357,Mana daun sup. Kang ada terbeli coriander kena marah nnt,coriander,2
5358,Sial lah jai semua bilik melayu penuh 1 sampai 8 penuh x kn nk masuk love connection kot.  #plato,8,2
5359,"PUKIMAK YAK KITAK TU BINGAL SEKALI JADI MANUSIE MANG SETAN!!!
Ha kau darahbaku naek, jahat mulot aku kan",PUKIMAK,2
5360,"Bila cite bab duit ramai rakyat Malaysia faham, tapi bila cite suruh duduk rumah ada sesetengah yang masih bebal. Fakta...",Malaysia,2
5361,Wow. Memantul2 bodohnya. Taknak langsung kasi chance kat org lain. Bolot semua. Tamak sungguh.,Bolot,2
5362,@fmtoday Jahanam kerajaan kalau bagi mcm tu,Jahanam,2
5363,"Satu je nak kabor...

PADAN MUKA MONT KIARA JOGGERS ",MUKA MONT,2
5364,Jahanam bateri,Jahanam,2
5365,"Stop using glove!! Break the chain.

Korang tak sedar ke korang guna glove beli barang, korang tak cuci tangan, dengan glove yang sama kau pegang merata-rata then kau buang dengan cara salah. Secara tidak langsung korang bantu penyebaran virus covid-19 ni. Bebal.",covid-19,2
5366,@helloqeela Saya rasa saya pun ada per order iphone dengan dia tapi dia suruh stay je dlm group sebab nak selesaikan hutang.Eding up malas nak layan perangai diamkan jela.Bila gmbr ini up balik baru tahu ingat balik.Aah ada tapi senyap je duit tu smpai harini.,Eding up,2
5367,Wan Abd Rahman ni tak penat ke nampak bodoh abadi IQ besar kuman gini.,Wan Abd Rahman,2
5368,Malam minggu yg sunyi. Tiada kedengaran bunyi ekzos yg menyengat telinga  Mat Rempit tol Puchong adalah hero ,Puchong,2
5369,Cadangan aku bawak semua Corona pergi tempat da biar lenyap semua Zionis,Zionis,2
5370,Aku benci fikiran ku. KBYE!,KBYE,2
5371,Jahanam ba begini nda tidur. Sekali masuk kerja kompom biul ni. Adoii stress,Jahanam,2
5372,@nurnaDiaramli Tu laa jenis penting diri sendiri ni bodoh betul la. Jaga diri weh,Tu,2
5373,"@collegemenfess Udah bodoh makin terasa bodohnya, terus ada info tugas atau apa apa dadakan bgt sama dikasihnya, enak bgt maju majuin deadline,  terus ini lagi udah siap siap kuliah online di classroom atau zoom tapi dadakan juga dosen gaada kabar hadeuh mau jadi mbc aja ",mbc,2
5374,"Kerajaan paling bodoh, disokong oleh orang Melayu Islam yang bodoh...",Melayu Islam,2
5375,@mrdanamhrm @xnnys Aku tak tido pun. Aku dah malas nak taip ni. Baibai,Baibai,2
5376,"biar delulu, jangan bodoh -inn, 4am, 28/3/2020",3,2
5377,line digi mcm bodoh dah banyak hari dah ni. bayar 106 tiap2 bulan tak function.,106,2
5378,@flackitsman Jahanam diet akuu,Jahanam,2
5379,"@msaid_didu Beginilah jubir atas nama umat pendengki, dendam dan sakit hati menahun, apapun akan dijadikan bahan untuk setidaknya menjaga semangat dengki 'umat kelompoknya' ini negrimu sendiri dodol, dan kamu pernah berpendapatan dari pajak rakyat negri ini. Malulah sedikit.",umat,2
5380,Tah la aku stress kejap itu kena ini amenda la berambus main jauh kauh sial tau la covid tkyah la nk quarantine dlm rumah aku anak anjing,Tah,2
5381,anak babi mana upload video muka hantu babi aku sumpah kau jadi batu sial. bodoh takde etak. jumpscare one. sial kau syaitannnnn,one,2
5382,Aku benci dengan hal yang merrepotkan. -Nara Shikamaru,Shikamaru,2
5383,"@sijeprii Pernah kejadin dulu aku sangking kangennya sama Chanyeol sampe nanges dlm tidurku anjirrr gr"" dia datengin dlm mimpi.",Chanyeol,2
5384,Aku tak tau nak baca manga apa lagi. Nak baca balik One Peace macam malas. Nak kena catch up balik story line adoii.,One Peace,2
5385,@fafalinfazlin Beshe ar ...diorang pun manusia. Bebal begap memang wujud,Beshe,2
5386,Pekat betul bebal orang penang ni. Patut penang kena lenyap dari peta malaysia,malaysia,2
5387,"Kau dengan kau punya first wave dapat atasi dengan baik sebab kerajaan PH bagus itu boleh sama sama sekali pergi mampos sana. Boleh diam sikit dah pukimak. 

Takda siapa nak kan second wave ni bodoh apatah lagi nak menteri bodoh handle kes ni.",second,2
5388,"Bodohnya aku melepaskan mu
Sesal yg ku rasa menghantui diriku
Sampai nya hatiku
Lukakan cintamu
Pedih kau rasa dlu
Kini dekatku",Lukakan,2
5389,@myruleee Member aku call mengadu. Adeh malas nak aib,Adeh,2
5390,Eeeeeeee jangan lah main tik tok buat benda bodoh! Nampak sgt bodoh.... Nak buat pun nampak lah cerdik sikit.,Eeeeeeee,2
5391,Masih sakit hati tapi xpela nak wat caner... Sebb malas nak bergaduh apa semua,Sebb,2
5392,Semoga manusia yg bebal mcm ni mati dulu. Semoga Dr sekeluarga cepat sembuh ye. Amin,Amin,2
5393,"Bodo bebal nak lepak luar lagi. Tolong la woi kurangkan bebal tu, boleh kurangkan org yg kena corona. Duduk ruma main game kan senang",Bodo,2
5394,Seminggu dah stock rokok seludup aku selalu hisap takda. Sial lah,Seminggu,2
5395,"Tidakkah kamu merindukan aku?
Merindukan percakapan-percakapan kita kemarin?
Merindukan suaraku,cerewetku,manjaku,candaku,semuanya tentangku,tentang kita?
Apa kamu bahagia sama dia?
Apa dia menjagamu dengan baik?

Aku benci pikiranku,selalu tentang dia :')",kemarin,2
5396,@SanaruS128 Aku dah tiga kali kena macam ni. Rm15 sehari dalam dua kali transaksi. Setan betul,Setan,2
5397,Kesedaran kt Dungun tentang stayhome ni masih rendah hmmm bodohnya takoddd menyesal balik,Dungun,2
5398,@shahrulazwn Ppftt kau pun racist dgn kaum melayu.. Oh ade ek akk tu?,melayu,2
5399,@acaiijawe @paansyamir Cina racist . Senang cakap,Cina,2
5400,"Yang babinya dia boleh downgrade KKM malaysia. Staff semua bertungkus lumus kerja siang malam, macam macam alternative dorang provide utk avoid panik. Kau lorat sangat jangan sampai kau yang kene covid19 tu. butoh betul.",Staff,2
5401,"@Azfar_KaPpa @khairizulfadhli @fizzisme Oh, maaf. Bob sejak belakangan ni cepat marah.",Bob,2
5402,"asal nak menang, dapat kalah je
asal nk troll game, termenang pulak
moonton mmg anjirr",je,2
5403,Siot tak layan aku dalam group anjirrr,group anjirrr,2
5404,Dia ni influencer ke? Tngok2 tweet2 tu ckp dia influencer. Viralkan influencer pokekmonnnn ni haram anjirrrr,pokekmonnnn,2
5405,Allahu pagi2 dah rasa fedup sakit hati,pagi2,2
5406,Tekejut sis kena marah dgn MPP hmm tacoodddd. :'(,MPP,2
5407,Ttbe rasa malas nak attend class esok. Hari ahad patutnya tidur secukupnya sebab nak hadap stress isnin,isnin,2
5408,Baik aku stop masak jelah gini babi.Penat setiap kali masak je ada benda buruk jadi.Pukimak,Pukimak,2
5409,"Bodohnya ,menyiap sial",Bodohnya,2
5410,"Kesian pihak polis kena hadap rakyat yang keras kepala macam ni. Anyone whoever against me aku ckp mcm ni, fuck u.",Kesian,2
5411,Ramai orang main tag kat ig story tapi sorang pon tak tag aku. Anjirr,Anjirr,2
5412,"Kami terpaksa berniaga juga sebab kami takda income.

Ada sejenis butoh juga yg sesuka hati guna ayat sedih. Butuh berniaga bertahun takda untung ke? Kalo takda untung jangan berniaga la bodoh! G kerja makan gaji. Menipu la niaga takda untung. Untung tp takda saving itu ko bodo.",bertahun,2
5413,polis sini dah la suka pau duit orang. tak nak racist tapi bodoh betul c- area sini ish,area,2
5414,"aku benci e learning , bye",learning,2
5415,Patut aku buat kopi dalgona tak jadi2 kena pakai nesface rupanya. 20 minit pakai mixer mcm bodoh pulak tunggu dia tak kembang,20 minit,2
5416,@nsyifahaura @AnakAbuNawas @IAMbibwoon @Rkikiriki1 @CNNIndonesia Anjirrr.... Debat fatwa lebih seru dari pada debat pilpres,Debat,2
5417,@echa_lightgreen Ehh bingai la dorang ni. Bebal sngt dah nape. Makin merebak la benda ni. Nak sangat la tu dok berbelulan tak keluar,Ehh bingai,2
5418,Mashitah celah mana butoh,Mashitah,2
5419,Sebab dah kena dekat bukan orang Chinese Nationals also. Dah tak racist lah kalau travel ban.,Chinese,2
5420,Lebai pukimak macam ni kalau kena corona elok biar mati je,Lebai,2
5421,"@aayieyjaliey @monstermasa28 @Hazimraingers Orang melaka pun malas nak keluar , dorang pun malas nak hadap traffic yang tak sampai 200 meter jumpa traffic light dekat depan . ",200,2
5422,"Ini contoh golongan yg kononnya urban yg BODOH, SELFISH, BEBAL, BANGANG",SELFISH,2
5423,"tak tau lah paranoid ke pyscho ke apa. Tapi sekarang memang rasa mcm nak demam. Sakit tekak, sakit kepala. Sakit Hati takyah cakaplah ",Sakit,2
5424,"Tuhanku yang jenaka, tolong jauhkan hambamu ini dari kebiasaan ngestalk yang berujung sakit hati.

Aaminn paling serius.",Aaminn,2
5425,Aku pernah aku pernah jadi bodoh sebodoh bodohnya,bodohnya,2
5426,Anjing memang suka mengonggong..  Lempar batu sembunyi tangan si komunis,tangan,2
5427,Tudia bodohnya lah orang Malaysia ni,Tudia,2
5428,"@pikacot @melophobik @gabrianezekiel Sakit hati Caca, Tex. Kamu pikir aku mainan?",Sakit,2
5429,Beria sangat pun macam bodoh gak.,Beria,2
5430,Arif tak makan ikan padan muka dia kelaparan harini sbb lauk ikan ,Arif,2
5431,dah 1k pun masih ada rakyat Malaysia yang bodoh bangang,Malaysia,2
5432,Maafkan kami. Kami rakyat Malaysia yang BODOH dan SELFISH.,SELFISH,2
5433,Disbbkan perasaan benci or tak puas hati selalu kondem apa aku buat since sem lepas lagi,Disbbkan,2
5434,Ya Allah bodohnya. Depa main bola takdak penyokong sebab nak elak berkumpul. Korang pergi berkumpul kat luaq. Bodo ke bodo?,Depa,2
5435,Milo aku dah habis  aku malas nak keluar hm,Milo,2
5436,"Bodohnya la hampa ni. Authorities buat aturan untuk game diteruskan 
tanpa penyokong untuk elak orang berkumpul dan tersebar corona virus dalam stadium. Depa boleh pulak duk berkumpul ramai2 kat luar. Bodoh, degil, ignorant, selfish!!",Authorities,2
5437,"Dah 2020 still ada perempuan bangang salahkan lelaki lepas berzina pastu heartbroken sedangkan dia sendiri yang mengangkang.

Ini adalah bukti bahawa konsep consent korang tu adalah konsep yang bodoh dan makan diri. Kah!",2020,2
5438,"Dasar babi ngko dah seronok pergi korea lepastu balik bawa musibah. Anjing lo. Mampus kau biar orang cyberbully, benak otak tak reti self quarantine sampai Malaysia jadi mcm ni pasal kau. Bodoh nak travel time mcm ni lepastu menyusahkan orang.",Malaysia,2
5439,"Tapi di mana ada jual kibbles royal canin aa skrg!? Kesian si jack sama oleg, whiskas pun abis ba d speedmart setan betul",jack,2
5440,ramai fakefriends smpai  aku dah tak tau macam mana nak know for sure perangai jenis cemtu . malas nak amik tau,fakefriends,2
5441,"Tekotek kotek, anak ayam turun sejuta, mati satu tinggal....
Ulang terus sampai mati semua ;)",sejuta,2
5442,Bodoh nk mampos. Covid? Takdir tuhan katanya. Batuk reti pulak cari hospital pantat ko bebal anak gampang.,Batuk,2
5443,hm main plato pun knk dirty talk apa lancau aku bukak plato nak layan horny kau. nak main game pun susah ,talk,2
5444,@khairizulfadhli @napiez Aku benci golongan munafik Kerajaan Melayu haramjadah ,Melayu,2
5445,"Mcm2 alasan boleh buat dgn COVID19.
antaranya bila malas nak pergi kenduri.",COVID19,2
5446,aku kalau dah nyirap mmg malas nak layan org,org,2
5447,Poli taknak buat kelas online ke? Kalau nak buat kelas online gitau awal sikit sebab aku malas nak balik kamsis,Poli,2
5448,Orang Malaysia yang bodoh je bercuti waktu wabak. Covid19 cuma buat natural selection untuk eliminate orang bodoh dari gene pool manusia ,Covid19,2
5449,@riniitann Anjirr lah cnn pecinta siska-e nya 3,pecinta siska-e,2
5450,Stress bgt Seoksoon nyanyiin lagu Day6 favorit aku..... stress.... berat.....,Day6,2
5451,@fvkhrie @ojamoja Patient 136 tu kau sabar..dhla govt anta kau g korea blaja.kau jd freelance trvl agent pastu kau balik tak quarantine diri kau peg tabligh gathering..kesian jemaah2.sbb kau x bertanggungjawab padahal educated!apahal kau x quarantine diri kau bebal??menyusahkan semua orang!!,136,2
5452,"Senyap2 nikah kawin, lepas tu migrate la g mana pun. jaga laki and anak2 sampai mati. Kepala aku fkir mcm ni dari dlu. Weird ",Weird,2
5453,shitz shitz shitz nak alter baju tapi main potong lepastu jahanam bij bodoh Amirah urgh fml,Amirah,2
5454,Mcm sial lah,lah,2
5455,Aku benci harus membicarakan org lain selain aku dan kamu.,org,2
5456,ye babi aku stress betul sial nak tengok Kedah Habbbbbbbbbaq vs Selangor,Selangor,2
5457,@FASelangorMy Pukimak bangsat cibai sial,Pukimak,2
5458,"Aku stress tgk kulit muka, labur la beribu ringgit sama ja... local product pun nda jalan, drugstore pun nda jalan aih",drugstore,2
5459,"No 5 tu buat apa sial? 
Terpinga pinga tak tahu nak buat apa. Tak tahu nak mark siapa. 
Kapten apa bangang macam tu? 
Renan siap tenang takde siapa mark. Bodoh nak mampus @FASelangorMy",Renan,2
5460,Anjirrr melati #YAE20,YAE20,2
5461,"Komunis, kapitalis
Nyusahke wae...",Komunis,2
5462,Bodohnya baca thread hantuuuuu ,Bodohnya,2
5463,Selfish nak mampus manusia yang beli beras sampai berpuluh kg ni. Harapnya dapat balasan yang setimpal.,berpuluh kg,2
5464,"Penat. Baru sampai Shah Alam, buka phone dah kena marah. 

Salah siapa? Salah sendiri lah.  ",Shah Alam,2
5465,"terus aku mikir,

Italy dgn sistem healthcare terbaik di level global lalu dibenturkan dengan masyarakat yg bebal bisa kualahan setengah mampus ngadepin corona. 

Indonesia apa kabar? :)",Italy,2
5466,@LieyaIylia Padan muka dia laaaaaa dah la kelantan kan memalukan je! Maghah ni,Maghah,2
5467,Bebal takda otak. Kalau nie tolong letup kan CS tu biar depa nie mampos terus dari menyusahkan,CS,2
5468,"dulu duduk hijauan tak pernah pula mencuba salman nasi kandar tu, katanya isaac lit 10pagi orang beratur sampai ke surau liberal tu",10pagi,2
5469,"#jgnkecampls 
tapi bengap ko up benda boleh buat orang kecam kot. batak perhatian ek. buat kerja diam jer dik xyah nak tunjuk. jahat ke buas ke jangan bodoh jer.",batak,2
5470,Malas nak madah apa eh. Benda tok bodo tauk sik. Nyusah orang. Mass gathering balit la orang. Fikir woi fikir!,Nyusah,2
5471,Takde sape yg nak kawal loji air mentah Selangor ke babi ni kali ke berapa dah ada pencemaran bau,Selangor,2
5472,"Yang di balai polis sekarang, abang harap awak semua tabah dan tak mengamuk. Dulu ada sorang mamat ni marah2 depan balai Tjg Malim, kena heret masuk lokap. Sekarang dia buat freelance berlakon video lucah. Lelz

Yang tau tu tau la.",Tjg Malim,2
5473,baru buat sekali dah kena marah gila. sbb org lain aku kena tempias juga,org,2
5474,"Orang yang beli satu pasar hari ni, kalau esok korang beli nasik bungkus jugak aku terajang sampai mati.",nasik,2
5475,"nyumpah boleh gk, boleh aja lah yaa sekali"".

FUCK U !!!",FUCK,2
5476,Gila punya kapitalis. I phone 6 skrg pun crash bila main Mobile Legend. Realme C3 rilek je harga 500 main Mobile Legend.,500,2
5477,"Some malay men are so unfunny it makes me mad ;c kalau tak kelakar tu takyah buat lawak la bodo, nampak bodoh je.",Some malay,2
5478,"Rakyat secara halus diperbodohkan
Geng Kapitalis masih kekal jutawan

Moga baik baik saja

#prayformalaysia",prayformalaysia,2
5479,Aku benci hujan. Negara ini selalu menangis. (Yahiko),Yahiko,2
5480,@itsssmewaniee @EycaZubir Cuba bayangkan kalau frontlines dah collapse apa akan jd dgn negara kita? I tak boleh nak bayangkan betapa ngeri saat tu. Tp still ada rakyat yg masih bebal and bodoh piang ni taknak ikut arahan tu kenapa la hanat. Dorang sedar tak dorang susahkan banyak pihak sebenarnya.,Cuba,2
5481,"Diorg bergadai nyawa, masa ngan tenaga kot. Layan karenah2 bebal netizen. Burnout. Exhauted melampau. Tolong lah",netizen,2
5482,Pukimak pandai delete.,Pukimak,2
5483,Dah ada belum woke people cakap SABAH RACIST?,SABAH RACIST,2
5484,"@nctjsg @arestomommentum ........ Kak Din, tolong bantu sadarin dia lagi. Aku stress banget menghadapinya.",Kak Din,2
5485,My ex is still stupid like hell. Politic tak habis. Gaduh pasal racism. Padahal diri sendiri memang racist ,Politic,2
5486,short distance couple dok bersedih sebab dah sehari tak berjumpa gaya macam nak mati. Butoh hg!! Aku dah 3 bulan tak jumpa kekasih aku!!!!!!!,3,2
5487,Nayeon yang cantik pun Ada orang kecam. Apatah netizen ni,Nayeon,2
5488,padan muka aku tak rindu kau pun bluekl,rindu,2
5489,"Eh pukimak! Kau tengok, kerajaan sendiri merayu la sial. Ikut jelah duduk dekat rumah diam2, ada hal yang betul2 penting baru pergi. Astro dah kasi semua channel free supaya semua dduk dekat rumah, takkan tu pon tak nampak lagi .",Astro,2
5490,"@ketengahketepi WOI NASILEMAK NERAKATIZENS JAHANAM.. KAU SEKOLAH AMEK SRP TAK? AKU SURUH DUDUK RUMAH, DUDUK JE LAH ANJINK LAUT.. LIHAT ARASKU, LIHAT ARASKU...",RUMAH,2
5491,"Rakyat Malaysia ni jenis dia selagi tak jadi depan mata, selagi tu lah dorang buat bodoh dengan semua benda. Lepas tu bila dah jadi,  mula salahkan banyak pihak padahal diri sendiri yang bodoh sombong!  I said what i said",Rakyat Malaysia,2
5492," don't argue with my statement ok. Malas nak layan, cukup aku layan geng housewife benak ",housewife,2
5493,Denggi,Denggi,2
5494,Carikan orang sarawak satu sis. Tengah marah pun lembut aaaaa @khasiranasha,Tengah,2
5495,Wow. Bangga. Adik-beradik sama bodoh :),Adik-beradik,2
5496,"ASSIGNMENT PEMENDE DOH  aku sumpah stress, dgn line mcm sial",DOH,2
5497,"@blackpink828 Hai, kak.
Beberapa hari ini aku stress banget baca soal Corona ini.
Sampai semua jadi berantakan.
Baca twitmu ini, hatiku lumayan tenang.
Makasih ya.
Semoga semua segera membaik.
Sehat selalu, kak. ",Corona,2
5498,miss rona pukimak kau sial betina ko memang beghanak dalam longkang beghanak dalam jamban puki ko tesentik kelentit ko memang hanjeng memang babi aku tak pernah kacau ngko pun ngko kenapa ngko nampak je pompuan macam wanita lindungan kaabah tapi mulot ko tapi perangai ko,pukimak,2
5499,Anak anjenk mana gerak tu? Setan betul,Setan,2
5500,@kegblgnunfaedh Anjirr,Anjirr,2
5501,@Mohdfaiz13 @fadhilasyala Kann... Tapi tu la i jenis malas nak argue dengan org bodoh so i diam ja.,Kann,2
5502,Anjirlah jam segini ada laba2 gede banget minta tolong siapa anjirr,jam,2
5503,"@lntresdoscuatro Tu ah tu,apa entah game ni busuk hati sgt dgn kita ni",Tu,2
5504,Sndri nk stalk sndri kan sakit hati ? Padan muka hang eika,Sndri,2
5505,Doktor praktikal kepala bapak kau! Yang dok komen pon sama bodoh. Bodoh bertemu bodoh. Hodoh.,Hodoh,2
5506,@DrAmalinaBakri Kak Amalina xpayah layan la orang bodoh Kak. Nanti takut berjangkit. Dorang ni bodoh betul betul. Bukan buat buat kakkk.. Take care &amp; teruskan perjuangan kakkk,Kak Amalina,2
5507,"@eideliance Kalo kamu mau, coba kamu dengerin yang judulnya Fuck you, aku antara mau ketawa tapi keren juga liriknya lagu mereka yang itu. ",Fuck,2
5508,@DrAmalinaBakri Patutlah hari tu pergi Sabah kena belasah. Padan muka dia,Sabah,2
5509,"Pamer adalah ide yang bodoh untuk sebuah kemenangan.

-Bruce Lee",Lee,2
5510,Wifi cam bodoh wusto,wusto,2
5511,Situasi krisis baru pada nyaho kalau DPR itu nggak ada gunanya dan ketika rezim diingatkan dari awal namun mrk tetap bebal dan mengandalkan jempol buzzer menyambut kedatangan wabah!,DPR,2
5512,Dekat twitter full org mengamuk and merayu pasal JANGAN BALIK KAMPUNG je . Hikhokhikhok,Hikhokhikhok,2
5513,Kowe termasuk golongan manusia BEBAL ra? #takon,Kowe,2
5514,@Fenosz Bapak bapak megelabah  beli sikit kena marah. Beli lebih pun kena. Myesal jadi bapak ,Myesal,2
5515,"""dr zul phd atas kertas je"" alahaiiiii npk sgt ko ni bercakap atas dasar politik. Bebal.",phd,2
5516,@afiqhxrrxz Haah. Sama bodoh mcm org yg takut dgn org cina sbb covid-19 dari cina. ,covid-19,2
5517,Ee bodohnya orang penang,Ee,2
5518,@accountbaruuuu Penang banyak ongkaye racist!!!!!,Penang,2
5519,"Deeply inside, kdg2 sy hrap askar2 Malaysia perlu treat rakyat Malaysia yg bebal dgn cara ini.",Malaysia,2
5520,@muhdfirzuan Strava aku ada ja... Tp malas nak kata apa...,Strava,2
5521,"@pdgfess Weh lucu g si pdh us juga kena Corona, malah kita jg turun, fck up kapitalis",Weh,2
5522,"Mati je la golongan mcm ni, baruah takde kesedaran. Kalau dh positif nnti takyah dirawat, asingkan je sampai mati. Kimak, orang terpaksa keluar rumah menjalankan tugas. Dia boleh bedal santai2 mcm ni",Kimak,2
5523,Samaaaa! Sebab masak portion sorang and malas nak basuh periuk,Samaaaa,2
5524,Malas nak cakap apa jenis gini. Bingai tak nak simpan untuk keturunan tu,Bingai,2
5525,Jahanam hidup aku,Jahanam,2
5526,"Ni semua salah korang anjing. Bodoh punya rakyat yang selfish, yang kepala bapak kau cendawan, yang bebal. Yang pergi korea balik taknak kuarantin semua kepala bapak kau cendawan goreng",kuarantin,2
5527,"fck u untuk semua yg selfish tknk buat check up, gi jogging mcm orang bodoh, berebut roti gardenia, main bola tampar, gi kenduri kari kambing fck u",u,2
5528,Sik bukan apa. I tok bebal ya sik support benda gia. Lol,Sik,2
5529,"Di sebabkan rakyat Malaysia yg degil bodoh macam anjirr ni,cuti tambah lagi 2 minggu kepala otak oii nak makan apa gaji takda ni kepala bana korang lah",2,2
5530,@KhalidSamad Balaci DAP terang2an...bodoh nak mampus ko ni...meroyan xsudah2,Balaci,2
5531,"@jannahfrost @Iam_Saiful Twitter Tak Complusary Mesti Ejaan Betul
Siapa Panggil You Bodoh Nak Baca?",Twitter Tak Complusary,2
5532,@BenMelangkah @yatttt__ Tudung i israel style tau jantan. Kao tak tgk vid tutorial mia khalifa ke jantan. Kata kita x liberal. Puikk,Puikk,2
5533,"Ibu ajar aku satu benda

""Kalau sakit hati""
""tahan lah.""

""Kalau perlu nak menangis""
""menangislah""

""Tapi jangan lupa doa pelembut hati setiap hari""

Selamat pagi dunia, semoga dinpermudahkan segala urusan.",pagi,2
