text_a,text_b,label,NE_type,PoS,isReply
@MatthewShanmu10 @8urn88Q Orang2 kelantan tolong la jangan undi PAS lagi. Parti tu dah terkubur masa arwah TGNA meninggal,TGNA,-1,ORG,PROPN,True
OMG! PH tak gagal ker? Eloklah PH dah keluar dari Putrajaya bertahun lama dah..,Putrajaya,-1,GPE,PROPN,False
"kerajaan sial. Yang polis saman tu kau takyah bagi alasan hanya menjalankan tugas, askar Nazi yang bunuh orang pun fikir dorang jalankan tugas la waknat. HAVE SOME EMPATHY !",Nazi,-1,NORP,PROPN,False
Penat dgn malas nk baca pasal kerajaan mencapap tak habis2.. Kimk,Kimk,-1,PERSON,PROPN,False
"Ahli politik. Tak kira Kerajaan ke pembangkang ke, semua hanjeng. YB Yang Babi",Babi,-1,GPE,PROPN,False
Kita dah tahu kan yang dari kalangan UMNO takleh pakai.. cukup cukuplah bagi sokongan lagi..,UMNO,-1,NORP,PROPN,False
Kerajaan paling hina dalam sejarah Malaysia,Malaysia,-1,GPE,PROPN,False
"Mintak dikurangkan yuran sehingga 70%, RM75 je dipulangkan. Mana menteri KPT diam jeke? Kata kerajaan prihatin, ke dah tak prihatin?",jeke,-1,ORG,NOUN,False
"@KhalidSamad Selangor satu pun tak boleh jaga, lagi mau sembang pasal b4bi terbang? Jual air liur pada yg tadah kencing PH bolehlah",Selangor,-1,ORG,PROPN,True
"@_epiphiany I think originally the concert patut kat Selangor tapi kerajaan Selangor tak bagi, so tukar location KL",Selangor,-1,GPE,PROPN,True
Malaysia is in its worst state. Tapi sampai sekarang negara macam takda kerajaan,Malaysia,-1,GPE,PROPN,False
@Media_Selangor Bantuan prihatin bila na masuk ..bantuan 500 duit sewa rumah 500....kerajaan Selangor sibukkan internet data...adoiii,Selangor,-1,ORG,PROPN,True
TRIVIA SEJARAH . . Seluas mana Kerajaan Melaka??,Kerajaan Melaka,-1,GPE,PROPN,False
Malaysia apa jadi? Kena scam dengan ahli politik.,Malaysia,-1,GPE,PROPN,False
"Perenggan 6 tu fake. Okay kalau PN tak panggil sidang, apa yang MP UMNO nak buat?",UMNO,-1,NORP,PROPN,False
Lebai parti ajaran sesat,Lebai,-1,PERSON,PROPN,False
"Berdasarkan pemerhatian aku, jumlah kecemerlangan pelajar saban tahun semakin meningkat. Positif dari satu sudut. Tapi satu sudut lagi, apakah inisiatif kerajaan untuk memastikan kesemua mereka mampu mendapat peluang berbakti kepada negara?",Positif,1,ORG,PROPN,False
@syahidjohan @DayanaAbdRahim @neddokhan tak lah faktor cina dap di muar.. kikiki,muar,-1,GPE,NOUN,True
Rupanya kerajaan yang gagal adalah kerajaan negeri Selangor. #KerajaanGagal,Selangor,-1,GPE,PROPN,False
"Orang tengah cakap fasal kerajaan tak iktiraf= tak peduli=tak endah= tak pandang mereka yang pacak bendera putih,tak ada langsung cerita pasal kerajaan negeri mengharamkan orang lain bantu mereka yang ada pacak bendera putih tu. Gila jauh melencong.",Gila,-1,WORK_OF_ART,PROPN,False
Ramai sangat orang bitter dengan tweet ni. Haritu kerajaan dia nak keluar buku macam mana Perlis fight untuk lawan covid pun ramai bitter. Lama sangat PKPD ni sampai orang lain nak bersyukur pun korang bitter ea.,Perlis,-1,GPE,PROPN,False
"Ni budaya barat lah gila ke nak follow? Kita ni kerajaan melayu Islam, kena ada adab tolong hormat sket!",melayu Islam,-1,NORP,PROPN,False
Camni la YB. Buat kerja up dekat socmed takde orang marah tak kira parti mana,Camni,-1,PERSON,PROPN,False
@HangTetra At least explore la that option. Kalau jawapan Kerajaan Selangor we dont want to hurt the economy then itu sama jawapan Azmin. Then 2x5 je lah,Selangor,-1,GPE,PROPN,True
@Lolalababi @druglordfxdl takkan kerajaan Pahang tak perasan daripada dulu??hahahaha..apa guna buat undang-undang kalau tak tulus? Pokok bukan hari ni tanam esok dah tumbuh buah.,Pahang,-1,GPE,PROPN,True
Maka bangsatlah UMNO ni! Politik tak habis! Nyawa rakyat buat taruhan!,UMNO,-1,NORP,PROPN,False
@mkini_bm Dana politik kenapa tak bagi kat Akaun Parti BN dan keluarkan resit? Benda mudah pun tak boleh jelaskan Koruptor menang lagi,Koruptor,-1,ORG,PROPN,True
Conclusion: kerajaan gagal pembangkang bangang rakyat hanat,Conclusion,-1,ORG,PROPN,False
Kata dia selangor masih trkawal.. Msa mula2 pkp awat tkbgtau mcm ni. Tkpyh duk pkp.. Jenuh lyn politik blh gila..,Tkpyh,-1,GPE,PROPN,False
@f4kr0ls00d Adakah sama seperti yg berlaku d Perak? tukar PM kpd UMNO?,UMNO,-1,NORP,PROPN,True
@DrPalatao PH Selangor gagal. Nasib bukan memerintah negara.,PH Selangor,-1,GPE,PROPN,True
Rasanya MKN pun clueless apa yang kerajaan nak. So selangor KL sekarang dalam fasa 1 je lah? SOP apa pun tak sure banyak sangat tukar.,So selangor KL,-1,GPE,NOUN,False
Takkan nak kena tunggu sultan selangor titah? Bpe kali kerajaan PN ni derhaka?,selangor,-1,GPE,NOUN,False
Macam ni punya orang susah ada jugak si bebal2 ingat propaganda politik. Pui,Pui,-1,GPE,PROPN,False
@Dhillon_bhai Poora zoo h meri tl p to In sb ko dekh dekh k mjhy bhi Shaq ho rha khin MN billi or bakri jsi to nhi bn gae,Poora,0,GPE,PROPN,True
Sori la..selagi kerajaan xberubah aku xnak balik perak utk raya haji..,Sori,-1,PERSON,PROPN,False
"Menyampah aku sama caprice ni org2 umno bah kali c caprice ni, Itu lah sial",caprice,-1,PERSON,NOUN,False
Apa jadah motif tunjuk bendera BN tu hahaha. Nak bagi bantuan bagi jela,BN,-1,ORG,PROPN,False
Mana pergi suara pemimpin WAIMA kerajaan atau pembangkang mengenai isu arwah Adib dan pengganas LTTE? @MuhyiddinYassin @IsmailSabri60,WAIMA,-1,ORG,PROPN,False
Menyedihkan betul Kerajaan negeri Pahang tak jaga tasik chini.,Pahang,-1,GPE,PROPN,False
Pastu @partimuda (@SyedSaddiq) sampai kiamat tak dapat register ke? Pelik betul sistem kerajaan,@partimuda (@SyedSaddiq,-1,PERSON,PROPN,False
@AriefMuj Macam bodo sial. Tak tahu nak cakap apa dah pasal kerajaan Malaysia. Ni kalau firaun hidup pun dia surrender.,Malaysia,-1,GPE,PROPN,True
"bayangkan kita mintak kerajaan tukar, tukar tukar. sekali memang tukar tapi fully UMNO. aaa mampos",UMNO,-1,NORP,PROPN,False
Kalau tak sebab prn sabah we will be the 1st country yang free covid politik bodo piang,sabah,-1,GPE,NOUN,False
@Shawn35154099 Ni kat pulau pinang.. Kerajaan DAP goyang telur,Kerajaan DAP,-1,GPE,PROPN,True
Frontliners dah penat. Rakyat hilang pendapatan. Kes bunuh diri meningkat. Kes pula makin meningkat setiap hari. Semoga Allah melaknat semua ahli politik zalim. Diberi kesusahan berpanjangan. Diazab maha dahsyat kelak. Amiin.,Frontliners,-1,NORP,PROPN,False
@y4minhy @rikaarifuka ahli politik yang pergi balik sabah bawak cluster tu ke sini. DG Hisham did his best.,DG Hisham,-1,ORG,PROPN,True
Politik Jika pemerintah jeli dalam politik Indonesia takkan me,Indonesia,-1,NORP,PROPN,False
@zalnikmal @anwaribrahim Buto. Wlaupun pkr di selangor. Tp selangor under kerajaan juga. MITI tu under siapa? Azmin tu under siapa?,Wlaupun,-1,GPE,PROPN,True
Hopefully lebih banyak lagi young leaders ada dalam politik Malaysia !!,Malaysia,-1,GPE,PROPN,False
Roslan sms ni pergi layan video seks gay je lah. Bukak mulut je dap. Bukak mulut je dap.,Roslan,-1,PERSON,PROPN,False
Haiti. Salah satu negera termiskin. Tak tahu la isu politik depa ni kn. Tppppp haaaa. Jgn dibuat main dgn rakyat oi,Haiti,-1,GPE,PROPN,False
"Kot ya pun benci dgn kerajaan skrg ni,toksah lah babit menteri agama, Dr Zul is far better than Mujahid Yusuf",Yusuf,-1,GPE,NOUN,False
@naimdanielx Kerajaan,Kerajaan,1,GPE,PROPN,True
Geram je ek baca komen kt page malaysia embassy kt sgp. Kerajaan da bantu bg extension 2 tahun pun nk komplen lg... defakkk,Geram,-1,WORK_OF_ART,NOUN,False
Huh? Siap buatkan alasan utk pembangkang. I see someone has been fed some idea,Huh,-1,PERSON,PROPN,False
@mazizsyafiq apakah Dirham tersebut di terbitkan oleh Kerajaan Kelantan ?,Kerajaan Kelantan,-1,GPE,PROPN,True
@aminmubarak_ Barang sesiapa yang percaya UMNO ni ada nilai loyalty pada zaman ini is,UMNO,-1,NORP,NOUN,True
Pilihan Raya next harap2 ada Parti Muda sebab dh tahu dh mane yg patut ambil alih kerajaan.,Parti Muda,-1,ORG,PROPN,False
@muhdazriothman Weh untuk pengetahuan kau...puak2 ph kesayangan kau pon same....most of puak2 politik time balik sabah tak kurung diri....,sabah,-1,GPE,PROPN,True
Kan tertanya juak tok. Duit kerajaan negeri atau duit parti.. anyone cn answer?!,answer,-1,PERSON,NOUN,False
"@501Awani Harap lepas ni ahli politik Umno, baik MP, MKT ataupun KB berganding bahu membantu kerajaan dlm membantu rakyat....",KB,-1,PERSON,PROPN,True
"@sukrisabri Kita sebetulnya guna dialek Johor Riau.... Baku diperkenalkan oleh anwar dlm kerajaan.. dia tiada, legasinya pn hilang",Johor Riau,-1,GPE,PROPN,True
Alaahhh bebaiii sungguh.patutlah kes masih tak turun! Lpstu salahkan kerajaan,Lpstu,-1,PERSON,PROPN,False
Orang lain kalau tegur YDPA tak boleh keluar Hadith bayangan Tuhan. Sampai parti tu je .,Hadith,-1,EVENT,PROPN,False
@1rmf5 Bkn derita lagi..dah tak tau nk ckp apa lagi pada Kerajaan Pekak ni. Sememangnya muka dorang ni lagi tebal drpd Tembok Besar China,Tembok Besar China,-1,WORK_OF_ART,PROPN,True
@razirashid Ini bukan pasal ke derian ke? Apa kaitan dgn rakyat? Cina dap mana bangang sngt nie,Cina,-1,GPE,PROPN,True
Reason aku benci ahli politik. Aku xkan pernah suka ahli politik kt malaysia ni.,Reason,-1,PERSON,PROPN,False
@zaharin_my @drzul_albakri Seronok pulak tengok kalau jadi orang Politik. Gaji memang tak ingat. Semua Gaji GM ke atas.,GM,-1,ORG,NOUN,True
Serius untuk papua Bersatu Indonesia Kuat,Bersatu Indonesia,0,GPE,PROPN,False
Selangor Apabila politik lebih dipentingkan daripada rakyat yang kebuluran,Selangor,-1,GPE,PROPN,False
Eh Eh Naik Geram Plak Aku Ngan DAP..Jangan Malukan Polis Apa Nyaaa,Aku Ngan,-1,WORK_OF_ART,PROPN,False
"Selagi Dafi, Najwa dan Amira tak mati kena covid, sselagi itu lah kerajaan beranggapan mereka berjaya mengawal penularan.",Amira,-1,PERSON,PROPN,False
Dibaca: Mencalonkan wakil UMNO,Dibaca,-1,WORK_OF_ART,PROPN,False
Jangan ingat isu ebit lew dengan caprice kami lupa isu kerajaan bangang yang terjadi la ni,caprice,-1,ORG,NOUN,False
Penghargaan selayaknya kepada MB @AmirudinShari dan barisan exco kerajaan negeri Selangor yang berusaha membeli vaksin untuk warga Selangor walau banyak cabarannya. Saya cuma bantu mengumpul pendaftaran untuk peruntukan vaksin yang disalurkan kepada DUN Dusun Tua,Dusun Tua,1,WORK_OF_ART,PROPN,False
@kuasasiswa Fahmi Reza = 18 KP UMNO Perak =,Fahmi Reza,-1,PERSON,PROPN,True
Buang je MIC ni dari BN,BN,-1,ORG,NOUN,False
@muhamadhatim15 Ni taktik nak pecah belahkan UMNO! Haha kita tunggu keputusan MT UMNO malam ni,UMNO,-1,NORP,PROPN,True
"Malaysia bukan negara gagal. Yang gagal ialah kerajaan yg tadbir negara melalui rampasan kuasa. Kerana #kerajaangagal ini, Malaysia dihina sebegini rupa di pentas antarabangsa. Wahai anak watan, kita kena bangkit tolak politik kaum yg lapuk, politik khianat &amp; politik rasuah.",Malaysia,-1,GPE,PROPN,False
Bukan Malaysia je eh scam duit ni. Acah call dr agensi kerajaan. Korea pun ada juga eh,Korea,-1,NORP,PROPN,False
@BilliBear3 Nak kaitkan hutan durian king yg diceroboh. Sape kau yg jaga Pahang selama ini? DAP ke memerintah? Benda simple pun walaun jadik bodoh.,Pahang,-1,LOC,PROPN,True
"PKPD - Kerajaan yang Gagal, tapi Rakyat yang kena Kurung.",PKPD,-1,ORG,NOUN,False
Jangan bagi Caprice dekat2 dengan Pyramid. Kang dia panjat pastu taknak turun sampai tukar kerajaan pulak.,Pyramid,-1,PERSON,PROPN,False
Bukan setakat kerajaan je gagal. Rakyat pun gagal. Degil. Fikir covid ni virus main main.,Degil,-1,ORG,PROPN,False
Hanya DAP mampu kejutkan dari tidur yang panjang. Demikianlah tok peri,DAP,-1,NORP,PROPN,False
"Kesian negeri Selangor ,jadi mangsa permainan politik untk kerajaan PN kekal berkuasa.",Selangor,-1,GPE,PROPN,False
"Sebab tu kalau ada walaunn kata kerajaan negeri Selangor yang gagal tak tutup kilang, aku malas layan. Hahah",Selangor,-1,GPE,PROPN,False
"apa la si Menteri2 , YB tgh buat skrg ni kan hahahaha. mesti tak tido malam ni tgh kelam kabut esk nak sokong PN ke nak sokong UMNO",UMNO,-1,NORP,PROPN,False
"@pakatanharapan_ Selangor PH, Exco nya mahu kilang dibuka. Awat tak baca .",Selangor PH,-1,GPE,PROPN,True
Lagi laju UEL buat keje dari yg ada kat atas. No wonder Mona Fendi bunuh ahli2 politik dlu,UEL,-1,FAC,PROPN,False
Mcm tu je dia noted YDPA dan Majlis Raja-Raja. Kerajaan Melayu Islam an.,Melayu Islam,-1,ORG,PROPN,False
@sharkyishas @thepatriotsasia Kerajaan paling pemalas dalam dunia,Kerajaan,-1,GPE,PROPN,True
"Rindu Zaman tak dak covid , benci politik tapi tak benci mcam skarang",Rindu,-1,WORK_OF_ART,PROPN,False
Kerajaan Selangor ni knp teruk sgt.. negeri lain ok ja..,Selangor,-1,GPE,PROPN,False
Harap kerajaan betul2 bertegas kali ni. Jgn biarkan tokey durian jadi mafia Raub. @PDRMsia @Ayahanda_MD @mynewshub @AimanAirin2 @MKNJPM @umnoonline,Raub,-1,GPE,PROPN,False
#KerajaanBangsat Kerajaan main game monopoly time MCO. Habis jual asset nak maintain gaji menteri,Kerajaan,-1,GPE,PROPN,False
Pastu kerajaan Perak luluskan juga phone begini untuk PdPR apooo lah,PdPR,-1,ORG,PROPN,False
Hinanya sampai Wan Fayhsal pun boleh bahan. Ahli politik terpaling hina pun bahan UMNO. Bawak-bawaklah insaf.,UMNO,-1,NORP,PROPN,False
"Apa pun org parti ckp pasal dia, dia tak heran pun. TSAM tetap fokus jaga wilayah &amp; buat segala benda.",TSAM,-1,WORK_OF_ART,PROPN,False
Apa bendalah kerajaan ni. Lebih baik tak payah PKPD in the first place.,PKPD,-1,ORG,PROPN,False
Patutla kerajaan tak berani nak buat #undi18 Dorg takut org muda akan undi politician yg muda2 &amp; buat kerja mcm SS,Dorg,-1,NORP,PROPN,False
"Jika begini perkembangannya, sia-sia saja lah rakyat berkorban untuk PKP kali ni. Sektor yang dibenarkan beroperasi oleh kerajaan itulah sebenarnya punca kes masih tidak turun-turun.",PKP,-1,ORG,PROPN,False
@AzrulHardi Kalau PH yang ignore agong ni padang merbok dah jadi padang jarak padang tekukur dah,PH,-1,FAC,PROPN,True
@mhmdfyzle Kerajaan Selangor takda kuasa untuk tutup kilang dan tapak pembinaan akibat covid. Hanya kerajaan persekutuan ada kuasa tu.,Selangor,-1,GPE,PROPN,True
@FjallKN @HafiqJuma @alephkadim @FaktaBukanAuta now kerajaan BN Pahang dah take action. Ada masalah ke?,BN Pahang,-1,ORG,PROPN,True
Kerajaan Negeri Pahang sedar tak benda ni jadi. Kerana duit habis semua flora dan fauna musnah,Kerajaan Negeri Pahang,-1,GPE,PROPN,False
"@501Awani Kesian org perlis, 0 kes pn still PKP, jenih kerajaan maleh buat kroje gini la",org perlis,-1,GPE,NOUN,True
Ini je level Exco Kesihatan Selangor?? Kata pandai &amp; better? Benak tak boleh bendung ya ahli politik semua.,Selangor,-1,GPE,PROPN,False
"@DaddyCool___ @zack_rockstar @PejaOfPerak aje beno , Getik teman nengok nya . Habih lohor kerajaan perak time dia jadi Menteri Beso . Tak kuasa nk bg lagi da . Elok pun sidang dun dia jatuh , kalau idok",Beso,-1,ORG,PROPN,True
Yang hatni tak habis habis politik.Buto,Buto,-1,GPE,PROPN,False
Apa ni DAP buka siasat tatatertib sikit dekat Ronnie ni.,DAP,-1,NORP,PROPN,False
Kerajaan melayu isleyyy,Kerajaan melayu,-1,GPE,PROPN,False
"@501Awani PBT pasanglah KHEMAH mampoih lagu ini , otak pegawai2 Kerajaan berjawatan besaq dok ada, pi campak mana!?",KHEMAH,-1,ORG,PROPN,True
@RockIn82__ BERSATU,BERSATU,0,ORG,NOUN,True
"Bagi rakyat, Pandemic ini adalah penyiksaan. Bagi kerajaan, ini adalah satu peluang.",Pandemic,-1,GPE,PROPN,False
Kerajaan melayu isley strikes again,Kerajaan,-1,GPE,PROPN,False
"Yang pasti sbb Selangor ni ego. Tutup jer lah kilang tu. bodoh bahalol tolol. Dah tahu kerajaan pusat bangang, korang yg kerajaan negeri pun sama jadi bangang. #KerajaanPembunuh",Selangor,-1,GPE,PROPN,False
Tindakan tegas dari kerajaan negeri perlu bagi membenteras penerokaan haram atas tanah rezab kerajaan..,Tindakan,-1,GPE,NOUN,False
@MelatiAzra @Amerul_Affendi Kerajaan peduli ke dengan cadangan rakyat? Siap mengejek lagi ada dengan keadaan rakyat.,Kerajaan,-1,GPE,PROPN,True
Kibar bendera putih ni nanti tengoklah ada orang politik ambil kesempatan. Tengoklah.,Kibar,-1,ORG,PROPN,False
"@__kiaanna Europe pun kes tinggi, tapi bola apa semua on je Kerajaan kena fikirkan sesuatu",Europe,-1,LOC,PROPN,True
"Sorang penuang umno johor gay, sorang umno johor bingai",bingai,-1,GPE,PROPN,False
"@fmtoday Orang minum milo jadi sihat, kau minum milo jadi musibat. Bangang punya Azmin dan kerajaan negeri selangor",selangor,-1,GPE,PROPN,True
Semua berlaku kerana kerajaan yang paling teruk sejarah Malaysia .,Malaysia,-1,GPE,PROPN,False
"mustahil ronnie tak tahu pasal durian raub. mustahil someone dalam PN taktau durian raub tu. mustahil kerajaan negeri tak tahu. mustahil syarikat durian kerabat pahang tu tak tau. tapi kita tahu, semua ni dah lama makan duit dan something jadi rn, so this conflict started.",PN,-1,NORP,PROPN,False
"Jarang malu dapat MB. Dulu ahmad bashah, ni sanusi. Memang kedah ketandusan pemimpin politik ka?",ahmad,-1,PERSON,PROPN,False
@PASPusat Selangor bawah PH tido ke? Satu negeri pun kelam kabut habis.....,Selangor,-1,GPE,PROPN,True
Dah dah lah. Ni semua mmg salah DAP. Konspirasi DAP Yahudi.,DAP,-1,NORP,PROPN,False
okay encik pendaftaran rm1 sahaja. saya kerja kerajaan waih GL pun nda tunjuk Rm 1 pun bekira,GL,-1,ORG,PROPN,False
Lagi ko nak bagi nampak Selangor ni teruk lagi kita perform yg terbaik. Main clean la politik ke apa pun. After all berkhidmat utk rakyat bukan diri sendiri.,Selangor,-1,GPE,PROPN,False
"Siapa vote UMNO, dia babi.",UMNO,-1,NORP,PROPN,False
"Tau tengah desperate nak tunjuk buat kerja, tapi takyah lah sampai buat video tunjuk muka Kak Wati ni. Orang ada maruah kot. Ahli politik semua memang bengap ke weh?",Kak Wati,-1,PERSON,PROPN,False
"Apa salahnya u kata. Saya faham makna di sebalik bendera putih. Juga hitam. Saya berbangga kerana rakyat negara ini bekerjasama untuk menolong sesama kita. Di pihak kerajaan, kita juga akan bantu. Kami tidak lupa kepada rakyat. Something like that. Bukan put us down.",Something,-1,PERSON,PROPN,False
Bersatu Johor tak doakan ke,Bersatu Johor,0,GPE,PROPN,False
@tipukini Kerajaan Penang gagal urus tadbir negeri.,Kerajaan Penang,-1,GPE,PROPN,True
"UMNO tarik diri, surat tu boleh shred dah...",UMNO,-1,NORP,PROPN,False
Kerajaan Negeri Selangor lebih GAGAL drpd Kerajaan Persekutuan. #selangor,selangor,-1,GPE,NOUN,False
@kardinalinal76 @Madner8 PSSI jadi batu loncatan elit politik bang,PSSI,-1,GPE,NOUN,True
"""hormat kaum diraja"" ngeh, bangsa melayu bangsa yang kurang ajar, dari zaman kerajaan melayu melaka lagi. bak kata usman awang, ""kurang ajarnya tetap santun""",awang,-1,PERSON,NOUN,False
Haha Kerajaan paling bodoh. Haha Haha bersyukur kita dapat Kerajaan Bodoh. Haha Syukurlah Malaysia masih aman,Malaysia,-1,GPE,PROPN,False
@abdulhadiawang Lupa tahun lepas lebai ambek kerajaan kedah time apa ye. . Xmalu ke,Xmalu,-1,PERSON,PROPN,True
Kini360: 'Mengapa Pulau Pinang dikecualikan dari Fasa 2 PPN?' https://t.co/g5TLYwWmDh #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,Pulau Pinang,-1,LOC,NOUN,False
"@JamesRegaz Susah nk ckp.. kebanyakkan ahli politik tp bkn semua ye, lebihkan penting duit dan kuasa drpd rakyat. Rakyat hanya batu loncatan utk mendapat kuasa semasa PRU nnt",PRU,-1,ORG,PROPN,True
"@mzrern_e @BN4everTN5O Lan akak ni kutuk konek kau Lan, takkan nak senyap Lan, takkan nak reply ss lama lagi, kalau aku malu Lan",Lan,-1,PERSON,PROPN,True
Mana yg bangang duk salahkn kerajaan negeri selangor tu blh tgk video ni..selangor hanya mampu patuh shj laa siekkkk,selangor,-1,GPE,PROPN,False
"bukan tweetfamous, jadi kerajaan PN tak nampak aku berpotensi jadi #MacaiGov. Saya perlukan duit.",MacaiGov,-1,ORG,PROPN,False
Ada hidden agenda sampai betul anti jual Subang airport ni. Dulu banyak asset negara jual time PH tak ada pulak suara.,Subang,-1,GPE,PROPN,False
Ini semua salah DAP,DAP,-1,GPE,PROPN,False
"DAP is cancelled. ""Kawasan dah tercemar pun, jadi kenapa tidak kita hancur terus? """,DAP,-1,GPE,PROPN,False
"Kalau dah i-sinar pun depa nak claim tu bantuan KERAjaan,memang depa takdak matlamat dah..#KerajaanCelaka",KerajaanCelaka,-1,GPE,PROPN,False
Kerajaan Kelantan kata itu sesuatu yang pelik. Maksudnya bagaimana ramai boleh dapat kebenaran merentas negeri. Betul. Rakyat sudah lama berdepan dengan kehairanan dan kepelikan. Selepas PRU-14 sehinggalah sekarang.,Kelantan,-1,GPE,PROPN,False
After the UMNO statement? X pasal2 kena hijack UMNO nnti..,UMNO,-1,ORG,PROPN,False
"@razi_bakar Banyak cara lain selain tebang masa berbuah. Diorg boleh tax kan, or jual at certain price n bg komisyen, duit tu boleh bantu org susah kat raub tu. banyak lagi lah cara lain. Tapi kalau tebang terus ni lebih kepada mainan politik untuk trigger mcm2 pihak.",org,-1,ORG,NOUN,True
Kerajaan Kukubesi,Kerajaan Kukubesi,-1,ORG,PROPN,False
Haih @SyedSaddiq kerajaan tak berhasrat jual so whats your point nak berdemo bagai ni about LTSAAS,LTSAAS,-1,ORG,NOUN,False
"Jangan lupa ye, punca sekarang ni kerana PRN Sabah. Ahli politik yg menyeksa rakyatnya. Mereka sehingga kini masih senang kat rumah, makanan atas meje sentiasa ada.",PRN Sabah,-1,GPE,PROPN,False
"@lalayepo @antarkotaa @Ciao_Bellaz @beyourwife20 @Juwiwiedt @raacangtipp @MasPrannn Tambun sama Tangerang sudah bersatu, santai santai wkwk",Tambun sama Tangerang,0,GPE,PROPN,True
Hair dryer dah berhabuk. Ini semua salah kerajaan perikatan nasional!,Hair,-1,PERSON,PROPN,False
"Pajak Sembako Hanya Berlaku untuk Produk Premium, Apa Saja? https://t.co/dGE5Mx4Vmc Bersatu Lawan Covid19",Covid19,-1,EVENT,NOUN,False
"Member2 skrg dah borak politik, hal org tua. Aku je ke yang tak matang lagi ? Haha",Member2,-1,ORG,PROPN,False
@Bront_Palarae Rakyat gembira dapat baling taik dan kena sasaran kat orang politik. Tapi tak sedar tangan dah busuk akibat main taik.,Rakyat,-1,GPE,PROPN,True
Malaysia sebuah negara yang makmur tetapi mempunyai kerajaan yang salah.,Malaysia,-1,GPE,PROPN,False
@SinarOnline Zahid membuat kan org melayu dah menyampah dgn umno..termasuk lah aku dulu umno skrg ppbm.,Zahid,-1,PERSON,PROPN,True
Kau benarkan kerajaan suntik vaccine kt badan kau? Thats consent Cikgu benarkan student keluar pergi tandas? Thats consent Kau benarkan phone simpan data kau? Thats consent. Consent ni bukannya pasal seks je wei,Cikgu,-1,PERSON,PROPN,False
@misskamaliaa haha program sekali kerajaan ni..ampa ada amek x yg Pikas tu,Pikas,-1,ORG,PROPN,True
Pembangkang pun bangang. Macam PRN Sabah depa tak join. Pundek,PRN,-1,GPE,PROPN,False
@FikriRazakkk Dap ke?,Dap,-1,GPE,PROPN,True
KERAJAAN SELANGOR BODOH,KERAJAAN SELANGOR BODOH,-1,ORG,NOUN,False
kes setiap hari naik apa kerajaan Malaysia buat ni ! #KerajaanCirit,KerajaanCirit,-1,GPE,PROPN,False
"Pleasee kita perlukan lebih ramai pemimpin politik muda begini tak kira dari mana2 parti sekalipun,",Pleasee,-1,ORG,PROPN,False
"Demikianlah UMNO. Mana pernah berubah sejak dulu. Ugut sana-sini, akhirnya jinak dapat jawatan TPM &amp; Menteri Kanan. Rakyat? What rakyat?",UMNO,-1,NORP,PROPN,False
@kayniskay Ayat first dia pun Tak faham so yeahhh..agak kesian lah. So naive. Lalu menganggap rakyat taksub politik?,So naive,-1,LOC,PROPN,True
@SyedSaddiq Kerajaan pertimbangan dan pengajian.,Kerajaan,-1,GPE,PROPN,True
"Seriously ingatkan hospital kerajaan, rupanya Shah Alam pulak tu",Shah Alam,-1,GPE,PROPN,False
Kalau tkde PRN sabah dulu mesti kerajaan dah boleh jimat banyak skrg ni. Hmmm,PRN,-1,GPE,PROPN,False
Kedah lagi. Haritu MB dia. Memang ahli politik Malaysia ni bodoh ke ape? Bangang sangat ni pakcik. @MahfuzOmar,Malaysia,-1,ORG,PROPN,False
Caae 9k sebuk politik en babi kau sial do,9k,-1,FAC,PROPN,False
@mujahidrawa Muhyidin cuba game pembangkang. Apa langkah pembangkang seterusnya. Fikirkan.,Muhyidin,-1,PERSON,PROPN,True
@hzwnihrun Patut nak pi Sabah. Layan pulau sana. Tapi tulah kerajaan babi,Sabah,-1,GPE,PROPN,True
@whimsiqa Selangor kes tinggi lagi. Led by ph gak tu. Baru nak kuatkan pkpd enforcement.,Selangor,-1,GPE,PROPN,True
Malu la ngan DAP woii.. celaka punya PAS,DAP,-1,NORP,NOUN,False
"Kerajaan negeri Pahang, teruskan siasat! Jangan bagi muka kepada puak2 ini.",Pahang,-1,GPE,PROPN,False
Bapak Presiden RI lebih lantang bersuara compared to ours. Takut sangat jawatan politik tergugat. #KerajaaanGagal,RI,-1,PERSON,PROPN,False
@bernamadotcom @IsmailSabri60 Kau yg tak kuarantin Sabah. Kau yg guna aset kerajaan untuk mesyuarat politik. Kau yg main politik untuk rampas kuasa. Kau punca Covid-19 makin teruk,Covid-19,-1,EVENT,NOUN,True
"@Kini360 Bebal kerajaan Selangor ni, tak pasal2 rakyat kena tanggung",Selangor,-1,GPE,PROPN,True
Bukan sebab Sarawak memang kerajaan utamakan ke sebab nak adakam PRN nanti?,Sarawak,-1,GPE,PROPN,False
"Masa kamu @SyedSaddiq dalam Kabinet PH pun, kamu orang jual aset-negara juga Bijik kamu la..",Bijik,-1,GPE,PROPN,False
Masalah banyak PN .puak bersatu dan pas banyak Nak balas dendam kat kita PH...dan UMNO.benar ni,UMNO,-1,NORP,PROPN,False
Tidak ada rivalisme politik Presiden dengan @aniesbaswedan Tidak ada silang sengkarut kewenangan Pusat dengan @DKIJakarta Itu hanya isapan jempol @TheEconomist yang ditelan mentah2 oleh @ReflyHZ yang sakit hati karena dipecat @erickthohir @AryaSinulingga dari Komut @Pelindo_1,Pusat,-1,ORG,PROPN,False
